GO:0009165
GO:2000112
GO:0009150
GO:0032787
GO:0009260
GO:2001141
GO:1903506
GO:0006355
GO:0017111
GO:0006164
GO:0009152
GO:0006396
GO:0008270
GO:0009142
GO:0034660
GO:0009124
GO:0034470
GO:0010628
GO:0010629
GO:0015078
GO:0015672
GO:0009161
GO:0009199
GO:0009201
GO:0031328
GO:0009156
GO:0010557
GO:0043648
GO:0005506
GO:0003924
GO:0072330
GO:0009144
GO:0034622
GO:0016887
GO:0006357
GO:0009205
GO:0031327
GO:0009145
GO:0009206
GO:0006090
GO:0006221
GO:0045935
GO:0010558
GO:1902600
GO:2000113
GO:0045934
GO:0051254
GO:0000270
GO:0015985
GO:1902680
GO:1903508
GO:0045893
GO:0051253
GO:0015252
GO:0006024
GO:1902679
GO:1903507
GO:0045892
GO:0009252
GO:0006399
GO:0008033
GO:0009067
GO:0051247
GO:0031399
GO:0009218
GO:0032270
GO:0009220
GO:0019220
GO:0043650
GO:1990837
GO:0009126
GO:0009167
GO:0010608
GO:0009168
GO:0009127
GO:0009129
GO:0009130
GO:0016071
GO:0009185
GO:0009084
GO:0009135
GO:0009179
GO:0046031
GO:0042325
GO:0045944
GO:0046939
GO:0006417
GO:0006165
GO:0006400
GO:0006525
GO:0030001
GO:0001932
GO:0042981
GO:0098771
GO:0016072
GO:0055080
GO:0006364
GO:0008137
GO:0009147
GO:0033875
GO:0006779
GO:0042455
GO:0009173
GO:0009174
GO:0046049
GO:0006222
GO:0018193
GO:0009148
GO:0006526
GO:0034033
GO:0034030
GO:0033866
GO:0055065
GO:0031401
GO:0000977
GO:0051248
GO:0022618
GO:0045937
GO:0010562
GO:0046417
GO:0006397
GO:0006541
GO:0009423
GO:0032269
GO:0042327
GO:0019856
GO:0044205
GO:0009086
GO:0001934
GO:0006875
GO:1902533
GO:0046942
GO:0000122
GO:0006094
GO:0046040
GO:0008380
GO:0030145
GO:0000987
GO:0043069
GO:0006188
GO:0050767
GO:0006553
GO:0043066
GO:0046128
GO:0006189
GO:0000978
GO:0042401
GO:0009085
GO:0009228
GO:0051259
GO:0006544
GO:0042451
GO:0046129
GO:0046033
GO:0051493
GO:0070647
GO:0006207
GO:0072329
GO:0046496
GO:0006167
GO:0018205
GO:0010638
GO:0009200
GO:0009208
GO:0009209
GO:0046036
GO:0006241
GO:0120035
GO:0016151
GO:0051223
GO:0097659
GO:0045859
GO:0019363
GO:0019359
GO:0009219
GO:0009265
GO:0045664
GO:0009221
GO:0046501
GO:0006782
GO:0009211
GO:0072507
GO:0032446
GO:0009070
GO:0043408
GO:0008080
GO:0015079
GO:0030162
GO:0043068
GO:0072503
GO:0009098
GO:0043065
GO:0010720
GO:0015936
GO:0070180
GO:0045936
GO:0010563
GO:0042819
GO:0009236
GO:0019941
GO:0006402
GO:0055074
GO:0015937
GO:0018298
GO:0031400
GO:0002097
GO:0006874
GO:0034250
GO:0009250
GO:0010639
GO:0006536
GO:0002098
GO:0030335
GO:0055076
GO:0009166
GO:0045727
GO:0046219
GO:0000162
GO:0006511
GO:0017004
GO:0009202
GO:0009212
GO:0009435
GO:0010975
GO:0005507
GO:0050769
GO:0050657
GO:1902532
GO:0009065
GO:0043410
GO:0008616
GO:0046116
GO:0042326
GO:0016567
GO:0072511
GO:0009097
GO:0009071
GO:0071265
GO:0009162
GO:0000027
GO:0002791
GO:0000041
GO:0004867
GO:0009157
GO:0017016
GO:0009176
GO:0009177
GO:0010959
GO:0006744
GO:0006298
GO:0047429
GO:0070838
GO:0033044
GO:0006275
GO:0006563
GO:0033674
GO:0009099
GO:0044209
GO:0006814
GO:0071900
GO:0001933
GO:0006546
GO:0019464
GO:0046718
GO:0000375
GO:1903311
GO:0042450
GO:0016149
GO:0030983
GO:0051480
GO:0045860
GO:0000377
GO:1901068
GO:0015081
GO:0000398
GO:0003774
GO:0043624
GO:0044210
GO:0031346
GO:0110053
GO:1904062
GO:0047661
GO:0030490
GO:0071103
GO:0031331
GO:0043161
GO:0010506
GO:0009231
GO:0032271
GO:0019509
GO:1901987
GO:0045666
GO:0055072
GO:0007268
GO:1901070
GO:0046915
GO:0046916
GO:0055129
GO:0120031
GO:0046075
GO:0006235
GO:0006813
GO:0010721
GO:0006353
GO:0007204
GO:0065004
GO:0055067
GO:0051251
GO:0015718
GO:0034227
GO:0006595
GO:0005978
GO:1901990
GO:0019284
GO:0008094
GO:0022832
GO:0031334
GO:0006527
GO:0010948
GO:0006522
GO:0031330
GO:0051260
GO:0019253
GO:1903037
GO:0052548
GO:0050863
GO:2001295
GO:0008097
GO:0001732
GO:0070929
GO:0017148
GO:0034249
GO:0050684
GO:0031554
GO:0031564
GO:0070181
GO:0006446
GO:0043484
GO:0048027
GO:0000956
GO:0048024
GO:0002181
GO:0006449
GO:0003730
GO:0051168
GO:1903312
GO:0000028
GO:0061013
GO:0000381
GO:0003674
GO:0008150
GO:0044237
GO:0071704
GO:0044238
GO:0006807
GO:0097159
GO:1901363
GO:0009058
GO:0043167
GO:1901566
GO:0044281
GO:0044271
GO:0036094
GO:0046872
GO:0044260
GO:0000166
GO:0097367
GO:0050789
GO:0006139
GO:0032555
GO:0035639
GO:0016740
GO:0009059
GO:1901362
GO:0019538
GO:0043436
GO:0018130
GO:0043603
GO:0019438
GO:0006796
GO:0030554
GO:0005524
GO:0019637
GO:0003723
GO:0071840
GO:0016787
GO:0043043
GO:0003735
GO:0016491
GO:0051234
GO:1901137
GO:0005515
GO:0060255
GO:0006753
GO:0016053
GO:0046394
GO:0031323
GO:0006520
GO:0009056
GO:0080090
GO:0051171
GO:0003677
GO:0022857
GO:0009889
GO:0009259
GO:0006950
GO:0016829
GO:0072521
GO:0006163
GO:0065008
GO:0016818
GO:0046390
GO:1901607
GO:0051252
GO:0044255
GO:0048522
GO:0071702
GO:0022607
GO:0016874
GO:0048523
GO:0016070
GO:0006811
GO:0008610
GO:0043412
GO:0007165
GO:0051716
GO:0071705
GO:0008324
GO:0055085
GO:0033036
GO:0042221
GO:0009893
GO:0048856
GO:0016301
GO:0009892
GO:0019001
GO:0009605
GO:0001883
GO:0032549
GO:0055114
GO:0005525
GO:0045184
GO:0043933
GO:0140110
GO:0006996
GO:0051641
GO:0015833
GO:0046034
GO:0015077
GO:1901565
GO:0006464
GO:0072527
GO:0032268
GO:0016853
GO:0051540
GO:0048869
GO:0044272
GO:0016051
GO:0010646
GO:0051128
GO:0006767
GO:0015267
GO:0008654
GO:0009110
GO:0022603
GO:0016052
GO:0009064
GO:0009073
GO:0051539
GO:0009607
GO:0098660
GO:0098655
GO:0006259
GO:0065009
GO:0046907
GO:0045229
GO:0071554
GO:0090079
GO:0016747
GO:0016054
GO:0046395
GO:0006220
GO:0051707
GO:0016836
GO:0044262
GO:0005261
GO:0051301
GO:0007049
GO:0044403
GO:0044877
GO:0006022
GO:0030234
GO:1901361
GO:0016616
GO:0006457
GO:0016773
GO:0009628
GO:0044270
GO:0019439
GO:0006754
GO:0022402
GO:1901657
GO:0008360
GO:0006974
GO:0048584
GO:0005996
GO:0044038
GO:0009057
GO:2000026
GO:0016192
GO:0046933
GO:0022900
GO:0051049
GO:0009066
GO:0046700
GO:0016655
GO:0009116
GO:0006631
GO:0016779
GO:0005976
GO:0009653
GO:0006886
GO:0034613
GO:0006928
GO:0020037
GO:0048878
GO:0016763
GO:0034404
GO:0048585
GO:0006575
GO:0033013
GO:0051240
GO:0052803
GO:0006547
GO:0038023
GO:0045595
GO:0009405
GO:0009112
GO:0016831
GO:0023056
GO:0003008
GO:0010941
GO:0080134
GO:0015399
GO:0007154
GO:0003954
GO:0003006
GO:1901606
GO:0008289
GO:0019725
GO:0070279
GO:0008299
GO:0042127
GO:0006757
GO:1902531
GO:0046873
GO:0051726
GO:0044087
GO:0022613
GO:0008509
GO:0048038
GO:1903509
GO:0009967
GO:0071310
GO:0023057
GO:0006721
GO:0001067
GO:0000976
GO:0051094
GO:0022853
GO:0009311
GO:0030545
GO:0061024
GO:1901136
GO:0006955
GO:0003746
GO:0032259
GO:0015291
GO:0009719
GO:0046467
GO:0016758
GO:0008168
GO:0048018
GO:0016811
GO:0006066
GO:0009968
GO:0016861
GO:0006664
GO:0034032
GO:0072524
GO:0006006
GO:0048646
GO:0033692
GO:0051241
GO:0042440
GO:0016776
GO:0009069
GO:0000981
GO:0004553
GO:1901617
GO:0042578
GO:0015711
GO:0046903
GO:0016783
GO:0016881
GO:0016814
GO:0030030
GO:0032101
GO:0042742
GO:0000097
GO:0042803
GO:0009308
GO:0007017
GO:0043085
GO:0006873
GO:1901271
GO:0009245
GO:0006260
GO:0060341
GO:0006650
GO:0051336
GO:0007155
GO:0016042
GO:0015980
GO:0140352
GO:0009082
GO:0030246
GO:0006576
GO:0010243
GO:0032880
GO:0009894
GO:0004930
GO:0051093
GO:0051270
GO:0042558
GO:0050776
GO:0033993
GO:0006325
GO:0003743
GO:0009725
GO:1901701
GO:0031668
GO:0008483
GO:0014070
GO:0050145
GO:0009262
GO:0031406
GO:0006040
GO:0002684
GO:0019319
GO:0046490
GO:1901681
GO:0016477
GO:0043022
GO:0019288
GO:0042625
GO:0051338
GO:0042181
GO:0006760
GO:0008194
GO:0035821
GO:0030334
GO:0072594
GO:0016620
GO:0043173
GO:1903530
GO:0006772
GO:0031667
GO:0009225
GO:0004518
GO:0071806
GO:0042724
GO:0045087
GO:0048609
GO:1901661
GO:0003779
GO:0052689
GO:0006073
GO:0008219
GO:0044003
GO:0009089
GO:0007600
GO:0043549
GO:0022411
GO:0052126
GO:0016743
GO:0002252
GO:0033218
GO:0019362
GO:0016774
GO:0017038
GO:0016742
GO:0097435
GO:0070085
GO:0016780
GO:0043086
GO:0010038
GO:0030155
GO:0051537
GO:0006637
GO:0035383
GO:0003682
GO:0030414
GO:0019900
GO:0010181
GO:0016868
GO:0044057
GO:0001906
GO:0006351
GO:0061135
GO:0000917
GO:0042430
GO:0045017
GO:0001775
GO:0016884
GO:0001817
GO:0042773
GO:0046385
GO:0051020
GO:0002683
GO:0043101
GO:0005543
GO:0035999
GO:0006568
GO:0046982
GO:0016247
GO:0016838
GO:0000226
GO:0009229
GO:0051603
GO:0007389
GO:0006551
GO:0009416
GO:0040017
GO:0034765
GO:0050865
GO:0009408
GO:0044766
GO:1902579
GO:0042330
GO:0043632
GO:0019835
GO:0046943
GO:0007218
GO:0030029
GO:0044764
GO:0008653
GO:1901616
GO:0001216
GO:0006915
GO:0016226
GO:0090150
GO:0051962
GO:1901699
GO:0008121
GO:2000147
GO:0006591
GO:0022412
GO:0016646
GO:0032970
GO:0042168
GO:0051606
GO:0015631
GO:0019054
GO:0019877
GO:0002831
GO:0008202
GO:0051302
GO:0051656
GO:0006954
GO:0008200
GO:0019932
GO:0051052
GO:0015939
GO:0034097
GO:0062012
GO:0061919
GO:0006914
GO:0031348
GO:0050804
GO:0006739
GO:0032956
GO:0032535
GO:0007167
GO:0016298
GO:0006865
GO:0019748
GO:0048232
GO:0050658
GO:0006549
GO:0030036
GO:0008283
GO:0051249
GO:0051047
GO:0016628
GO:0004601
GO:0006573
GO:0006768
GO:0019684
GO:0052200
GO:0050832
GO:0009074
GO:0051189
GO:0002697
GO:0005126
GO:0071214
GO:0034330
GO:0071949
GO:0001664
GO:0004659
GO:0048638
GO:0006887
GO:0006777
GO:0048589
GO:0019400
GO:0007264
GO:0006913
GO:0016832
GO:0008079
GO:0062197
GO:0098656
GO:0008614
GO:1904680
GO:0016878
GO:0140318
GO:0009060
GO:0006414
GO:0043934
GO:0001539
GO:0097305
GO:0045088
GO:0044650
GO:0005344
GO:0007059
GO:0042777
GO:0042726
GO:1904951
GO:0016855
GO:0009267
GO:0071692
GO:0030674
GO:0099536
GO:0006898
GO:0030695
GO:0009306
GO:0006839
GO:0030435
GO:0006072
GO:0016168
GO:0009790
GO:0002696
GO:0019049
GO:0060590
GO:0050690
GO:0036293
GO:0043102
GO:0071267
GO:0043174
GO:0009249
GO:0046174
GO:0006166
GO:0007187
GO:0016812
GO:0140297
GO:0098916
GO:0051090
GO:0019221
GO:0006561
GO:0043270
GO:0050727
GO:0046184
GO:0043093
GO:0002237
GO:0042176
GO:0002009
GO:2001233
GO:0042537
GO:0030976
GO:0052547
GO:0000103
GO:0016421
GO:0007034
GO:0046649
GO:0045927
GO:0051961
GO:0060249
GO:0009113
GO:0032465
GO:1903829
GO:0016726
GO:0005244
GO:0004129
GO:0016676
GO:0050890
GO:0009078
GO:1905114
GO:0051715
GO:0007568
GO:0031349
GO:0003018
GO:0019887
GO:0032886
GO:0002253
GO:0072509
TAX:Bacteria
TAX:Eukaryota
TAX:Proteobacteria
TAX:Gammaproteobacteria
TAX:Metazoa
TAX:Chordata
TAX:Craniata
TAX:Vertebrata
TAX:Euteleostomi
TAX:Mammalia
TAX:Eutheria
TAX:Firmicutes
TAX:Enterobacterales
TAX:Euarchontoglires
TAX:Bacilli
TAX:Enterobacteriaceae
TAX:Viridiplantae
TAX:Streptophyta
TAX:Embryophyta
TAX:Tracheophyta
TAX:Spermatophyta
TAX:Magnoliopsida
TAX:Bacillales
TAX:Alphaproteobacteria
TAX:Fungi
TAX:Mus
TAX:Dikarya
TAX:Ascomycota
TAX:eudicotyledons
TAX:Gunneridae
TAX:Pentapetalae
TAX:Glires
TAX:Primates
TAX:Haplorrhini
TAX:Rodentia
TAX:Catarrhini
TAX:Myomorpha
TAX:Muroidea
TAX:Muridae
TAX:Murinae
TAX:Hominidae
TAX:Escherichia
TAX:Actinobacteria
TAX:Betaproteobacteria
TAX:rosids
TAX:Homo
TAX:Archaea
TAX:Rhizobiales
TAX:Ecdysozoa
TAX:malvids
TAX:Lactobacillales
TAX:Bacillaceae
TAX:Brassicales
TAX:Brassicaceae
TAX:Burkholderiales
TAX:Viruses
TAX:Camelineae
TAX:Arabidopsis
TAX:Saccharomycotina
TAX:Saccharomycetes
TAX:Saccharomycetales
TAX:Bacillus
TAX:Corynebacteriales
TAX:Pseudomonadales
TAX:Euryarchaeota
TAX:Cyanobacteria
TAX:Arthropoda
TAX:Staphylococcaceae
TAX:Staphylococcus
TAX:Streptococcaceae
TAX:Salmonella
TAX:Clostridia
TAX:Laurasiatheria
TAX:Streptococcus
TAX:Mycobacteriaceae
TAX:Saccharomycetaceae
TAX:Pseudomonadaceae
TAX:Burkholderiaceae
TAX:Pezizomycotina
TAX:Alteromonadales
TAX:Pseudomonas
TAX:Mycobacterium
TAX:Synechococcales
TAX:Hexapoda
TAX:Insecta
TAX:Pterygota
TAX:Neoptera
TAX:Clostridiales
TAX:Artiodactyla
TAX:Xenopus
TAX:Liliopsida
TAX:Holometabola
TAX:Yersiniaceae
TAX:Saccharomyces
Total Charge[Between -291 and +200]
#A
#R
#N
#D
#C
#Q
#E
#G
#H
#I
#L
#K
#M
#F
#P
#S
#T
#W
#Y
#V
#positive
#negative
#polar
#nonpolar
#hydroxy
#sulf
#aromatic
#amide
Ligand Binding [Yes = 1, No = 0]
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
ResPos1-A
ResPos1-C
ResPos1-G
ResPos1-U
ResPos2-A
ResPos2-C
ResPos2-G
ResPos2-U
ResPos3-A
ResPos3-C
ResPos3-G
ResPos3-U
ResPos4-A
ResPos4-C
ResPos4-G
ResPos4-U
ResPos5-A
ResPos5-C
ResPos5-G
ResPos5-U
ResPos6-A
ResPos6-C
ResPos6-G
ResPos6-U
ResPos7-A
ResPos7-C
ResPos7-G
ResPos7-U
ResPos8-A
ResPos8-C
ResPos8-G
ResPos8-U
ResPos9-A
ResPos9-C
ResPos9-G
ResPos9-U
ResPos10-A
ResPos10-C
ResPos10-G
ResPos10-U
ResPos11-A
ResPos11-C
ResPos11-G
ResPos11-U
ResPos12-A
ResPos12-C
ResPos12-G
ResPos12-U
